"day_pos","date_time","date_time_exp","sent_num","text"
19,"2016-09-09 22:03:28","2016-09-09 21:45:00",1,"Laying on the couch and playing defense tower and thinking about dinner. It's too late to order pizza so maybe scrambled eggs #p #xpb"
20,"2016-09-09 23:35:19","2016-09-09 23:15:00",1,"Eggs for dinner were perfect especially with really good bread. They I went with garbage to throw it away and now relaxing #p #xpb"
21,"2016-09-10 00:26:13","2016-09-09 23:59:59",-1,"It would be short night we need to awake at five so sleeping just little bit over four hours wouldn't be enough #n #xpb"
1,"2016-09-10 08:10:16","2016-09-10 07:30:00",1,"@Skype it's a magazine so there is no deadline which is good and bad. But I want to send it for review in the middle of October #p #xpb"
2,"2016-09-10 08:23:25","2016-09-10 08:15:00",-1,"Waiting for the bring and take day. It starts from 9 o'clock and it's behind the fence so it would be fight for first 20 minutes #n #xpb"
3,"2016-09-10 09:20:02","2016-09-10 09:00:00",1,"We have first few significant catches. Two prams for sale and pink girl table with mirror and small drawers for jewelry #p #xpb"
4,"2016-09-10 09:45:47","2016-09-10 09:45:00",-1,"Last week was better. It was much biger place with more kind people who was willing to give things from the trunk #n #xpb"
5,"2016-09-10 10:33:55","2016-09-10 10:30:00",-1,"It looks like it's over. They can gave things till ten o'clock so nothing new to explore and grab. So let's go to another place #n #xpb"
6,"2016-09-10 11:25:50","2016-09-10 11:15:00",1,"We are on the different bring and take day, but it's not as good as it was the last week. So, at least we bought lunch #p #xpb"
7,"2016-09-10 12:43:52","2016-09-10 12:00:00",1,"Back in our city we went to shop something for lunch and dinner and then we will relax and take a nap because early wake up #p #xpb"
8,"2016-09-10 13:52:13","2016-09-10 13:30:00",1,"We are back at home, relaxing in the bed and doing almost nothing, respective I am going to download some movie which we will watch #p #xpb"
9,"2016-09-10 14:32:43","2016-09-10 14:15:00",-1,"Episode of #suits is downloaded and I had currently quick discussion with one Czech politic about theirs election education topic #n #xpb"
10,"2016-09-10 15:07:34","2016-09-10 15:00:00",1,"Going to take a nap. Kids are watching story tale, they are fresh after they fall asleep during the way back but I needed to drive #p #xpb"
11,"2016-09-10 15:55:39","2016-09-10 15:45:00",-1,"During our sleeping kids are doing lot of noise and screaming out. I let them know now and let them watch another movie #n #xpb"
12,"2016-09-10 18:25:30","2016-09-10 18:00:00",1,"I just woke up from afternoon nap. Food is nicely smelling here. My wife is preparing dinner and it would be almost served to bed #p #xpb"
13,"2016-09-10 19:06:49","2016-09-10 18:45:00",1,"Eating dinner and watching #suits. And it's nice Saturday moment with my wife. Kids are meanwhile looking The Good Dinosaur #p #xpb"
14,"2016-09-10 20:12:16","2016-09-10 19:30:00",1,"We took out the stuff from the car and currently daughter is cleaning up her girls table and my wife is disassembling the strollers #p #xpb"
15,"2016-09-10 20:50:33","2016-09-10 20:15:00",1,"Girls table and shelf is cleaned up and ready to be used in daughters room and kids are really tired because they woke up at five #p #xpb"
16,"2016-09-10 21:24:23","2016-09-10 21:00:00",1,"Relaxing again in the bed and downloading comedy Get Hard. It would be funny night I hope. And then we can go sleep #p #xpb"
17,"2016-09-10 21:50:02","2016-09-10 21:45:00",1,"Comedy is good. Meanwhile my father is writing me from their vacation in Cyprus and sending me the pictures over the @WhatsApp #p #xpb"
18,"2016-09-10 23:14:06","2016-09-10 22:30:00",1,"And movie is over. So I can take some subject for study and since I was sleeping during the day it could be long night study #p #xpb"
19,"2016-09-10 23:39:27","2016-09-10 23:15:00",1,"I just put the @Air_Bank credit card sticker on the back of my phone, because on Friday I let cards at home, but not the phone #p #xpb"
20,"2016-09-11 00:00:50","2016-09-10 23:59:59",-1,"I just replanted course with missed deadline from @coursera to next enrollment and looking forward to do it on @edXOnline too. #n #xpb"
1,"2016-09-11 09:06:26","2016-09-11 09:00:00",1,"Woke up by kids and wife who jumped on me and tried to convince me to leave the bed. They didn't steal my blanket so far so good #p #xpb"
2,"2016-09-11 10:12:01","2016-09-11 09:45:00",-1,"Measuring blood pressure before taking the pill gave me high values. Let's see an hour after I take it if it would be reduced #n #xpb"
3,"2016-09-11 10:59:10","2016-09-11 10:30:00",1,"After breakfast I read @Forbes. I am really interested about the story of #leosmares. And also about golden advices for investment #p #xpb"
4,"2016-09-11 11:55:34","2016-09-11 11:15:00",-1,"We are almost ready to go on the local action celebration. Kids are annoying and we need to make them tired.#n #xpb"
5,"2016-09-11 12:00:57","2016-09-11 12:00:00",1,"We are in the car to pick up our friends and follow them to the knabenschisen celebration. It looks like we are on time #p #xpb"
6,"2016-09-11 13:22:45","2016-09-11 12:45:00",-1,"We are in the shooting place because son of our friend is going to shoot in the knabenschisen celebration. It's crowded place #n #xpb"
7,"2016-09-11 13:52:04","2016-09-11 13:30:00",-1,"Maya was playing scared from attraction so she refused to go and got complete ban on all attractions since tickets have been bought #n #xpb"
8,"2016-09-11 14:33:55","2016-09-11 14:15:00",-1,"Shooting is over so we picked up friends son. He got nearly half of the score from maximum, which is pity. So, next year again #n #xpb"
9,"2016-09-11 15:47:34","2016-09-11 15:45:00",1,"Motor carts were magnificent we enjoyed it with friends son and now are mothers in the scary castle with our son #p #xpb"
10,"2016-09-11 16:32:23","2016-09-11 16:30:00",1,"We are watching flowers auction from Netherland seller who brought whole track of flowers to Zurich and he is selling like hell #p #xpb"
11,"2016-09-11 17:47:40","2016-09-11 17:15:00",1,"Back at home with two bottles of #coke which we will mix with #legendario #rum and we take it with us to have a part in forrest #p #xpb"
12,"2016-09-11 18:29:07","2016-09-11 18:00:00",1,"We are relaxing by walking in the forest and enjoying shadow and last sunbeams at the end of the day It's nice rest of the noisy day #p #xpb"
13,"2016-09-11 19:18:16","2016-09-11 18:45:00",1,"Sitting in the forest in the place without trees and talking with friends about possible trips to mountains which is nice idea #p #xpb"
14,"2016-09-11 20:47:15","2016-09-11 20:15:00",1,"We had nice @Skype call with my sister. Kids were presenting all the 22 #Nerf guns which we have. They are surprisingly not tired #p #xpb"
15,"2016-09-11 21:26:05","2016-09-11 21:00:00",1,"We are relaxing in the bed with garlic soup made my wife for dinner and I am now downloading The Brothers Grimsby comedy for tonight #p #xpb"
16,"2016-09-11 22:00:07","2016-09-11 21:45:00",1,"Movie is good, it's full of the British humor. And it's comedy and action movie together. So we are really relaxing and enjoying it #p #xpb"
17,"2016-09-11 23:00:47","2016-09-11 22:30:00",1,"Playing defense the tower game and being alone awake. Everybody is sleeping now. It was exhausting day especially the afternoon #p #xpb"
18,"2016-09-11 23:42:44","2016-09-11 23:15:00",-1,"Sometimes are tweets in my real life account such fascinating that I forgot to write through my alter ego some meaningful though #n #xpb"
19,"2016-09-12 01:01:56","2016-09-11 23:59:59",1,"And this is the last tweet of the day. Tomorrow I hope would be at work less people because it's holiday so I can finish much #p #xpb"
1,"2016-09-12 07:52:01","2016-09-12 07:30:00",-1,"It's nice morning again. Except I have again high blood pressure. I don't know why pills worked and they don't work anymore #n #xpb"
2,"2016-09-12 08:26:41","2016-09-12 08:15:00",1,"Today I will take it slow. I caught second train so trip to work is little bit longer, but no status today I expect #p #xpb"
3,"2016-09-12 09:16:10","2016-09-12 09:00:00",1,"It's less people in the office which is good and we also cancel the status for today so easy taken Monday #p #xpb"
4,"2016-09-12 09:49:30","2016-09-12 09:45:00",1,"Advertisement for @kenzo #World fragrance is perfect. I am watching it for few last days and I cannot stop. It's really entertaining #p #xpb"
5,"2016-09-12 10:57:32","2016-09-12 10:30:00",1,"College tries to pissed me off, but today I am resistant. If he doesn't want to do the assigned work me or someone else will do it #p #xpb"
6,"2016-09-12 11:16:56","2016-09-12 11:15:00",1,"Listening @chillipipers playlist on @YouTube and finally piecefully working on my own work which I want to finalize  before lunch #p #xpb"
7,"2016-09-12 12:45:10","2016-09-12 12:45:00",1,"Returned from lunch and forgot to tweet it. Because I have good feeling about today work, when almost nobody disturbs me #p #xpb"
8,"2016-09-12 13:53:47","2016-09-12 13:30:00",1,"Things are going great I am have progress with some tasks which are successfully completed and I have assigned challenge to college #p #xpb"
9,"2016-09-12 14:28:15","2016-09-12 14:15:00",1,"I am nearly closing another task so I can finish earlier today and go home and ready some book or enjoy the kids #p #xpb"
10,"2016-09-12 15:08:27","2016-09-12 15:00:00",1,"Lots of connected tasks which have been connected are closed because it was like puzzle to put it together and test it but it's done #p #xpb"
11,"2016-09-12 15:57:44","2016-09-12 15:45:00",1,"Since today is half of the day holiday and it's sunny warm afternoon I am leaving the office and going home now. #p #xpb"
12,"2016-09-12 16:58:55","2016-09-12 16:30:00",1,"Kids behave today so I let them watch new animated story tale The Secret Life of Pets and they are like frozen #p #xpb"
13,"2016-09-12 17:31:38","2016-09-12 17:15:00",-1,"I took out and sort out dish from dishwasher, because my wife looks tired. She doesn't sleep well last night and that's dangerous #n #xpb"
14,"2016-09-12 18:31:19","2016-09-12 18:00:00",1,"With my wife doing the homeworks with our kids. It's lesson about basics and patience to instruct them correctly #p #xpb"
15,"2016-09-12 19:27:13","2016-09-12 18:45:00",1,"Kids are finished with night hygiene and ready to watch some good night story tale I am standing on the balcony and enjoying evening #p #xpb"
16,"2016-09-12 20:08:50","2016-09-12 19:30:00",1,"Sitting on the balcony and reading book on the tablet is a long time since I have used it that way. Usually I am taking a notes #p #xpb"
17,"2016-09-12 20:46:36","2016-09-12 20:15:00",1,"Kids are going definitely sleep and it would be pieceful air in the apartment since they will be in the beds soon #p #xpb"
18,"2016-09-12 21:08:53","2016-09-12 21:00:00",-1,"Preparing dinner baked potatoes in the owen with spice for vegetables which is matching exactly. It would be late dinner I know #n #xpb"
19,"2016-09-12 21:58:14","2016-09-12 21:45:00",1,"Eating baked potatoes in the bed with my wife and watching various episodes on internet TV @streamCZ and having good evening #p #xpb"
20,"2016-09-12 22:35:47","2016-09-12 22:30:00",-1,"Filip cannot sleep so we have him visiting us in our bed. He is just about to sleep but not yet. But my wife is nearly sleeping #n #xpb"
21,"2016-09-12 23:53:10","2016-09-12 23:15:00",1,"Improving publication based on the discussion with my PhD supervisor. It's nice how many thoughts and ideas can move work forward #p #xpb"
22,"2016-09-13 00:16:30","2016-09-12 23:59:59",1,"Writing publication is like a puzzle. First basic parts are defined through chapters which create the frame. Then text is written #p #xpb"
1,"2016-09-13 07:42:42","2016-09-13 07:30:00",1,"Today is sprint review so it would be easy and relatively short day. I hope nobody will bother me that I can finish my work #p #xpb"
2,"2016-09-13 08:17:34","2016-09-13 08:15:00",1,"Yesterday's tweets exported statistics wasn't bad. Average of tweets per day is going higher so I just need to keep that pace #p #xpb"
3,"2016-09-13 09:03:19","2016-09-13 09:00:00",-1,"Daily status meeting is over. It's becoming weird atmosphere in the team. Sometimes I have feeling that some colleges are sycophants #n #xpb"
4,"2016-09-13 10:02:19","2016-09-13 09:45:00",1,"After the breakfast on the terrace with colleagues and friends I can get back to work and follow up the yesterday tasks #p #xpb"
5,"2016-09-13 11:02:42","2016-09-13 10:30:00",1,"The macbook arrived to the office so I can pick it up and start completely new life. Current notebook from Dell is almost dead #p #xpb"
6,"2016-09-13 11:50:12","2016-09-13 11:15:00",1,"Went to lunch to rest a bit from the noisy open space and now we will catch some sunbeams on the terrace with desert #p #xpb"
7,"2016-09-13 12:04:41","2016-09-13 12:00:00",1,"Back from the lunch. I am decreasing the number of the tasks in my queue. Either finalize them or delegate today someone else #p #xpb"
8,"2016-09-13 13:22:55","2016-09-13 12:45:00",1,"Teasing college who decided to discover America. And solving description task issues when colleges doesn't understand what to do #p #xpb"
9,"2016-09-13 14:02:46","2016-09-13 13:30:00",-1,"I hope crisis with tasks is over and I can focus on my own tasks now. It would be good to have time at least for a hour #n #xpb"
10,"2016-09-13 14:36:56","2016-09-13 14:15:00",1,"Finally listening music from @YouTube and working. It's good. I would be maybe able to finish it today so one more task less #p #xpb"
11,"2016-09-13 15:27:32","2016-09-13 15:00:00",1,"Discussed with architect source system load and he was nicely surprised how we designed and implemented huge initial and delta load #p #xpb"
12,"2016-09-13 16:19:37","2016-09-13 15:45:00",-1,"College is complaining that developers tool it's not properly documented, well it is developers tool so not at all #n #xpb"
13,"2016-09-13 16:43:33","2016-09-13 16:30:00",-1,"Another juicy discussion about name of the objects in ETL tool. Everyone can have opinion no matter what said naming convention #n #xpb"
14,"2016-09-13 17:21:36","2016-09-13 17:15:00",1,"Going to pick up my new company macbook and looking forward to it like little boy on his new toy. I need to unpack it right away #p #xpb"
15,"2016-09-13 18:15:24","2016-09-13 18:00:00",1,"We are back at home and kids wants to watch The Secret Life of Pets. And I can unpack and turn on the macbook for the first time #p #xpb"
16,"2016-09-13 19:04:15","2016-09-13 18:45:00",1,"Continue watching The Brothers Grimsby comedy and relaxing in the bed. Kids are watching Barbie Spy Squad. #p #xpb"
17,"2016-09-13 19:52:46","2016-09-13 19:30:00",-1,"We are having mixture of rice, meal and corn for dinner. I just need to find some movie for tonight. The previous one was creepy #n #xpb"
18,"2016-09-13 20:53:05","2016-09-13 20:15:00",1,"Another piece from Ricardo solved and we can watch another movie Horrible Bosses 2. And it's just starting to be interesting #p #xpb"
19,"2016-09-13 21:26:50","2016-09-13 21:00:00",-1,"Going to unpack macbook while watching movie. The plot of the movie is culminating and it's not such exquisite to watch it full time #n #xpb"
20,"2016-09-13 21:54:20","2016-09-13 21:45:00",-1,"Setting up the Mac and watching movie. I would need to get used to it, it's a four years since I have been working with my first Mac #n #xpb"
21,"2016-09-13 23:07:31","2016-09-13 22:30:00",1,"Movie finished, it was good and I can work on my PhD publication. Because what I like on data science is getting know the data #p #xpb"
22,"2016-09-13 23:45:59","2016-09-13 23:15:00",-1,"Instead of work on PhD I am preparing the graph of blood pressure measurement for last fourteen days for my doctor visit tomorrow #n #xpb"
23,"2016-09-14 00:35:58","2016-09-13 23:59:59",1,"The blood pressure data together with graphs and trends are sent to my doctor. I need to call him tomorrow to ask about next steps #p #xpb"
1,"2016-09-14 08:00:32","2016-09-14 07:30:00",1,"I have taken macbook with me to the work to install there some standard applications to be able to migrate as soon as possible #p #xpb"
2,"2016-09-14 08:18:41","2016-09-14 08:15:00",1,"Today is pizza day, so I am looking forward for it. Meanwhile I need to finish complete process of testing delta transformation #p #xpb"
3,"2016-09-14 09:31:31","2016-09-14 09:00:00",-1,"It's pitty but after status meeting there is message that today is no pizza. It would be less interesting lunch today #n #xpb"
4,"2016-09-14 10:30:34","2016-09-14 10:30:00",-1,"And another busy day today. Discussed explosive topics with team leader in meeting room, because open space has so many ears #n #xpb"
5,"2016-09-14 11:22:57","2016-09-14 11:15:00",1,"It's interesting how small is enough to satisfy developer, just create from his angry email @JIRA issue and use subtasks for work #p #xpb"
6,"2016-09-14 12:15:33","2016-09-14 12:00:00",-1,"I made an appointment with doctor for tomorrow about my high blood pressure. He was telling me that it is really high #n #xpb"
7,"2016-09-14 13:07:45","2016-09-14 12:45:00",1,"Back from the lunch I had quick info meeting with chief modeler abou crucial model changes which affects our framework #p #xpb"
8,"2016-09-14 14:12:11","2016-09-14 13:30:00",1,"Taking care successfully about requirements in deep detail revealing and negotiating technical details between developers #p #xpb"
9,"2016-09-14 14:30:51","2016-09-14 14:15:00",1,"Back in my tasks queue. Since I have defined checklist with particular tasks I can be disturbed any time and I know where to return #p #xpb"
10,"2016-09-14 14:56:53","2016-09-14 14:15:00",1,"I can have finish prototype and tomorrow I can prepare complete process and run it as single step test which would be much less work #p #xpb"
11,"2016-09-14 15:13:53","2016-09-14 15:00:00",-1,"Name of procedure Deploy Jar was rejected because Jar or Java are politically sensitive topics here so it's Deploy Library procedure #n #xpb"
12,"2016-09-14 16:19:06","2016-09-14 15:45:00",-1,"Testing most biggest source system which we have here extraction module. It's not funny and it's a lot of work #n #xpb"
13,"2016-09-14 16:57:28","2016-09-14 16:30:00",-1,"Using so many different environments and so many different configurations it's tricky and leads to the dangerous results #n #xpb"
14,"2016-09-14 17:47:00","2016-09-14 17:15:00",1,"I left the work and enjoying warm and sunny afternoon on the way home. My wife is going to parents evening so I expect call evening #p #xpb"
15,"2016-09-14 18:10:16","2016-09-14 18:00:00",-1,"Talking to my wife about today. Kids were in Czech school and daughter fell from climber on the playground and scratch the knees #n #xpb"
16,"2016-09-14 19:17:17","2016-09-14 18:45:00",1,"Kids watching the story tale and I am relaxing with take out and populate dishwasher Then I will go to balcony play with new MacBook #p #xpb"
17,"2016-09-14 19:35:20","2016-09-14 19:30:00",1,"Doing nothing for a while is good. After whole stressful day I can off for moment and have a free mind #p #xpb"
18,"2016-09-14 20:52:44","2016-09-14 20:15:00",1,"My wife is back and preparing dinner for us. Club sandwiches today. Yummy. And I need to download some series episode for watching #p #xpb"
19,"2016-09-14 21:09:05","2016-09-14 21:00:00",-1,"Watching Hilary Clinton on @YouTube and theirs so called seizure episodes. I am not a doctor so I cannot say, but weird videos #n #xpb"
20,"2016-09-14 22:03:26","2016-09-14 21:45:00",-1,"Watching #Bones episode which is really scary. With plot which returns to the past about serial killer who currently showing again #n #xpb"
21,"2016-09-14 22:34:42","2016-09-14 22:30:00",1,"I am going to learn something, most likely continue with Data Mining with Weka course which I need to finish for exam #p #xpb"
22,"2016-09-14 23:43:47","2016-09-14 23:15:00",-1,"It looks like web @waikato University doesn't work correctly so I cannot follow up with study of Data Mining with Weka course today #n #xpb"
23,"2016-09-15 00:48:04","2016-09-14 23:59:59",1,"I have kicked through comparison of times in #rstats so I can go piecefully sleeping. And finish the analysis tomorrow #p #xpb"
1,"2016-09-15 07:40:03","2016-09-15 07:30:00",1,"Morning can be longer, because I need to go to the doctor, so it doesn't make sense to go to work for an hour and then leave again #p #xpb"
2,"2016-09-15 08:51:03","2016-09-15 08:15:00",1,"I took the kids to the kindergartens they have been excited because there is few days in year when it happens, such pretty day #p #xpb"
3,"2016-09-15 09:28:58","2016-09-15 09:00:00",-1,"My wife drop me off to the doctor. I hate visits of the doctor, but I need to deal with blood pressure and some other issues #n #xpb"
4,"2016-09-15 10:00:47","2016-09-15 09:45:00",-1,"I got another pills for blood pressure much stronger three combination, but also recommendation for kidneys examination #n #xpb"
5,"2016-09-15 10:31:49","2016-09-15 10:30:00",1,"I am back at work and already solving problems that another guys have. And it seems we have found enough robust solution #p #xpb"
6,"2016-09-15 11:35:58","2016-09-15 11:15:00",1,"Problem with disappearing metadata  found and solved by running the processes in different order because both affect the same table #p #xpb"
7,"2016-09-15 12:24:33","2016-09-15 12:00:00",1,"I have withdrawn money for lunch and I am going to ask about house insurance because insurance company is offering sale in the lobby #p #xpb"
8,"2016-09-15 13:02:09","2016-09-15 12:45:00",1,"Insurance offer seems to me good. I got 15 % sale but I need to compare with other offers and also ask colleges how much they pay #p #xpb"
9,"2016-09-15 13:43:05","2016-09-15 13:30:00",1,"Discussed several design issues from colleges and organized appointment by children pediatric for regular examination and vacation #p #xpb"
10,"2016-09-15 14:16:17","2016-09-15 14:15:00",-1,"Things becoming ugly here with many temper people around. I need Co calm it down and mediate it to have both sides satisfied #n #xpb"
11,"2016-09-15 15:40:40","2016-09-15 15:00:00",1,"Today is everybody around fixing problems  which I am working on and during testing their tasks based on my consultancy #p #xpb"
12,"2016-09-15 16:09:45","2016-09-15 15:45:00",1,"So first task finished so I can finish second one started yesterday, but due to problems with tool performance I rather left early #p #xpb"
13,"2016-09-15 17:50:36","2016-09-15 17:15:00",1,"Everything is calming down and is silent open space where I can work an discuss the technical stuff floating around me #p #xpb"
14,"2016-09-15 18:35:36","2016-09-15 18:00:00",-1,"I am waiting in the long queue in pharmacy because the ticket device is broken. I need to pick up another pills for blood pressure #n #xpb"
15,"2016-09-15 19:01:13","2016-09-15 18:45:00",1,"Drugs ordered for pick up tomorrow morning in the pharmacy and I am going to home by bus. Family is waiting for me already #p #xpb"
16,"2016-09-15 19:51:37","2016-09-15 19:30:00",1,"Finally home. With sandwich. In bed. Looking for something for watching and thinking about to start with so much recommend #Narcos #p #xpb"
17,"2016-09-15 20:16:02","2016-09-15 20:15:00",-1,"Reading @Forbes and relaxing. I am really tired today it was long day and lot of talking heads in the open space wanted something #n #xpb"
18,"2016-09-15 21:46:13","2016-09-15 21:45:00",-1,"Interesting coincidence when I installed update of @Synology NAS and mount it to my new Mac over webdav oldest HDD crashed #n #xpb"
19,"2016-09-15 22:48:03","2016-09-15 22:30:00",-1,"I am so lazy today. Just installing applications to my new MacBook and otherwise doing nothing. I would like to go sleep earlier #n #xpb"
20,"2016-09-15 23:15:31","2016-09-15 23:15:00",-1,"I am reading book support my PhD study and it's really hard to understand it fully. I would need to read it twice #n #xpb"
21,"2016-09-16 00:01:13","2016-09-15 23:59:59",1,"Waiting for the last tweet payed off and I can go piecefully sleep. Tomorrow is finally Friday so relax and do nothing is expected #p #xpb"
1,"2016-09-16 08:00:45","2016-09-16 07:30:00",-1,"Today is regular Friday morning. Nothing special. I am just little bit lazy and late with departure to the work #n #xpb"
2,"2016-09-16 08:29:12","2016-09-16 08:15:00",-1,"Catching the train is really tough today. I have been really late so I was running to caught it and now I need to take tram #n #xpb"
3,"2016-09-16 09:04:44","2016-09-16 09:00:00",1,"Daily status was lot of fun, because yesterday excitement of college about solution has technical limitations which we mentioned #p #xpb"
4,"2016-09-16 10:24:03","2016-09-16 09:45:00",1,"I had good breakfast and now I am working on different tasks and mainly starting to refresh existing documentation #p #xpb"
5,"2016-09-16 10:43:58","2016-09-16 10:30:00",1,"Java doc was generated for college who can analyze methods and follow up with specification definition and I can fix my problems #p #xpb"
6,"2016-09-16 11:27:47","2016-09-16 11:15:00",1,"Problem of mine reported to college seems that is on my side with wrong understanding of configuration so reconfiguration can fix it #p #xpb"
7,"2016-09-16 12:31:25","2016-09-16 12:00:00",1,"Lunch was perfect today Cordon Bleu and then ice cream on the terrace with friends to discuss the stuff and laugh about it #p #xpb"
8,"2016-09-16 13:03:51","2016-09-16 12:45:00",1,"Just putting list of Lego which we have or had at home and so far I have sixteen items and I expect to be fifty, magnificent #p #xpb"
9,"2016-09-16 14:40:19","2016-09-16 14:15:00",1,"Described error in issue tracking system and I assigned it to college so I can work on something else because this has to be fixed #p #xpb"
10,"2016-09-16 15:38:21","2016-09-16 15:00:00",-1,"I am little bit behind with tweeting because there is many influences and many people want something from me so I can't focus #n #xpb"
11,"2016-09-16 15:45:41","2016-09-16 15:45:00",1,"I have just planned the meeting for next Wednesday about introducing delta detection to relevant persons. It's fun with tangerines #p #xpb"
12,"2016-09-16 16:54:08","2016-09-16 16:30:00",1,"I left a work and right now I am shopping necessary things and will get the drogs from pharmacy and then finally go home #p #xpb"
13,"2016-09-16 17:15:50","2016-09-16 17:15:00",1,"All saddle down and I am currently sitting in the bus to home. It's slightly rainy after and traffic peak which makes me sleepy #p #xpb"
14,"2016-09-16 18:19:18","2016-09-16 18:00:00",1,"I have arrived home gave my son boxes for ordering Lego and since then I am organizing smallest Lego pieces into the boxes #p #xpb"
15,"2016-09-16 19:15:12","2016-09-16 18:45:00",1,"We went with son on scooters to buy bread and coke into grocery store and we enjoyed it because it was our today moment together #p #xpb"
16,"2016-09-16 20:09:15","2016-09-16 19:30:00",1,"We are having cauliflower soup with potatoes and bread for dinner Son has our full attention so he enjoyed it and behave really well #p #xpb"
17,"2016-09-16 20:53:07","2016-09-16 20:15:00",-1,"Daughter is sick we have done the check about red spots on her body because of meningitis but she has most likely common cold #n #xpb"
18,"2016-09-16 21:17:16","2016-09-16 21:00:00",1,"Searching for episodes which we haven't seen yet based on my @EpisodeCalendar list. New episode #suits was recently broadcasted #p #xpb"
19,"2016-09-16 22:06:26","2016-09-16 21:45:00",1,"I have downloaded one episode of #suits and prequel episode of #Blacklist. So, we can watch it tonight. Son is watching Lego story #p #xpb"
20,"2016-09-16 22:49:18","2016-09-16 22:30:00",1,"Daughter is better she sweat a lot. So after change pyjama she feels better especially when mother promises to sleep next to her #p #xpb"
21,"2016-09-16 23:17:31","2016-09-16 23:15:00",1,"Installing #rstats on my new MacBook. I felt for few days like without right hand. And with added @rstudio is everything fine again #p #xpb"
22,"2016-09-17 01:00:32","2016-09-16 23:59:59",1,"I wanted to install #tensorflow, but I need to first get familiar more with macbook, so I will do it tomorrow and then play with it #p #xpb"
1,"2016-09-17 09:26:17","2016-09-17 09:00:00",1,"It's nice Saturday morning. Daugher is normally eating breakfast so she is better after last night, but it was nightmare for my wife #p #xpb"
2,"2016-09-17 10:51:21","2016-09-17 10:30:00",1,"Son sings Me Too from @Meghan_Trainor and he is building from Lego and we are discussing about beautiful @BangOlufsen Beosound 2 #p #xpb"
3,"2016-09-17 11:51:37","2016-09-17 11:15:00",-1,"I did dish which I hate, but it has to be done and we are almost ready to go shopping some grocery and other stuff which we need. #n #xpb"
4,"2016-09-17 12:14:04","2016-09-17 12:00:00",-1,"Sorry let's go shopping. It's not such bad weather as it was forecasted but definitely is autumn because temperature drop down #n #xpb"
5,"2016-09-17 13:31:26","2016-09-17 13:30:00",1,"We have done shopping and currently going home to test bakery and prepare dumplings for lunch and bake bread so that would be fun #p #xpb"
6,"2016-09-17 14:24:06","2016-09-17 14:15:00",1,"Going to finish organize Lego and then build some model with son. Meanwhile kids are looking on the story tale about Cinderella #p #xpb"
7,"2016-09-17 15:17:47","2016-09-17 15:00:00",-1,"There is endless amount of small parts of Lego which I need to still organize and my shoulder muscles are already in pain #n #xpb"
8,"2016-09-17 15:57:27","2016-09-17 15:45:00",1,"I took a break from the Lego and finally have lunch today. Before it's really ready I am relaxing and reading newspaper #p #xpb"
9,"2016-09-17 16:36:36","2016-09-17 16:30:00",1,"After really delicious lunch I am relaxing in the bed and doing nothing. Maybe I will download some nice movie for Saturday night #p #xpb"
10,"2016-09-17 18:12:54","2016-09-17 18:00:00",-1,"It's dark and cloudy lazy Saturday afternoon so I felt a sleep and been woke up by my son who wanted another story talent to watch #n #xpb"
11,"2016-09-17 18:57:06","2016-09-17 18:45:00",-1,"Currently I have nearly normal blood pressure and I feel sleepy really much. It's either change of atmospheric pressure or new pills #n #xpb"
12,"2016-09-17 19:35:56","2016-09-17 19:30:00",1,"Son is excited from idea to go ride scooters through whole village especially when outside is dark and we need to take a lights #p #xpb"
13,"2016-09-17 20:23:00","2016-09-17 20:15:00",1,"Back from perfect night scooter ride. Son loves it and he was incredibly fast as well. Sometimes no self preservation instinct #p #xpb"
14,"2016-09-17 21:01:11","2016-09-17 21:00:00",-1,"Continue with ordering Lego and starts to think about more organizer boxes. It would be not such easy to use already collected parts #n #xpb"
15,"2016-09-17 22:15:07","2016-09-17 21:45:00",1,"Dinner was delicious and I am downloading movie for tonight. Waiting for my wife she is preparing dinner for herself #p #xpb"
16,"2016-09-17 23:04:32","2016-09-17 22:30:00",1,"Watching Train wreck comedy and relaxing in the bed with my wife. It's becoming funny and it's thoughtless no problem at all #p #xpb"
17,"2016-09-17 23:55:06","2016-09-17 23:15:00",1,"Story is funny and sad together. Not that bad as I thought. And we are eating orange chocolate and enjoying it together #p #xpb"
18,"2016-09-18 00:56:06","2016-09-17 23:59:59",-1,"I am just thinking when it happened that all the movies which we were watching last time became longer from 100 minutes to 120 #n #xpb"
1,"2016-09-18 08:39:47","2016-09-18 08:15:00",-1,"Building for daughter one of the Lego Friends model. It's tough even though I collected all small parts together into order boxes #n #xpb"
2,"2016-09-18 09:12:23","2016-09-18 09:00:00",1,"Have fun morning moments with son. He is planning his own future like he finds a girl who loves him and he will have house. He is 5 #p #xpb"
3,"2016-09-18 10:20:45","2016-09-18 09:45:00",1,"Kids looking at #Bali German animated series for kids. And singing intro melody with video. It's good they are learning German fast #p #xpb"
4,"2016-09-18 10:53:18","2016-09-18 10:30:00",1,"Going to take a shower after we friendly fight with kids and they went to continue watching #Bali story tale It's lazy rainy day #p #xpb"
5,"2016-09-18 11:45:10","2016-09-18 11:15:00",-1,"Splitting Lego pieces even into more basics elements like typical flat and normal bricks and extraordinary with special purpose #n #xpb"
